applicant_type,application_number,ben,cnct_email,form_471_manufacturer_name,form_471_product_name,funding_request_number,funding_year,model_of_equipment,monthly_quantity,monthly_recur_ineligible_cost,monthly_recurring_unit_eligible_costs,one_time_eligible_costs,one_time_ineligible_cost,one_time_quantity,organization_name,pre_discount_extended_eligible_line_item_costs,price,standardized_vendor,state,total_eligible_one_time_costs,total_eligible_recurring_costs,total_monthly_cost,total_monthly_eligible_recurring_costs,total_one_time_cost
School District,251028734,141165,rmoore@lometaisd.org,Ubiquiti,Switch,2599039810,2025,Unifi Switch pro aggregation USW-Pro-Aggregation,0,0,0,1315.42,0,1,LOMETA INDEP SCHOOL DISTRICT,1315.42,No,Ubiquiti,TX,1315.42,0,0,0,1315.42
School District,251031496,142007,jrutkowski@haskell.esc14.net,Ruckus,Module,2599043953,2025,10GBASE-LR SFP+ 1310nm,0,0,0,54,0,4,HASKELL INDEP SCHOOL DISTRICT,216,No,Ruckus,TX,216,0,0,0,54
School,251006606,86277,ignacio.gonzalez@estreamtech.com,Cisco Systems,Switch,2599006189,2025,C9300-48P-M,0,0,0,5383.36,0,4,BISHOP LYNCH HIGH SCHOOL,21533.44,No,Cisco,TX,21533.44,0,0,0,5383.36
Library,251002644,140706,ehosler@e-ratecentral.com,Ubiquiti,Firewall Services & Components,2599007461,2025,MS4004-UCG-Ultra,0,0,0,299,0,1,Pittsburg-Camp County Public Library,299,No,Ubiquiti,TX,299,0,0,0,299
School District,251022547,141999,mneal@clydeisd.org,Ruckus,Transceiver,2599029203,2025,SFP-25GLR-31,0,0,0,118,0,28,CLYDE CONSOL INDEP SCHOOL DIST,3304,No,Ruckus,TX,3304,0,0,0,118
School District,251021450,141354,karla@crwconsulting.com,Extreme Networks,"Installation, Activation, & Initial Configuration",2599027108,2025,XN-2PRKMT299,0,0,0,45.53,0,6,PEARLAND IND. SCHOOL DISTRICT,273.18,Yes,Extreme,TX,273.18,0,0,0,45.53
School,251035333,92094,cjoffrionca@sbcglobal.net,Aruba,Access Point,2599049941,2025,AP - 25,0,0,0,386,0,24,ST ROSE OF LIMA SCHOOL,9264,Yes,Hp,TX,9264,0,0,0,386
School District,251036315,142011,dhanes@ira.esc14.net,Extreme Networks,Switch,2599051638,2025,5320-24P-8XE,0,0,0,1520,0,2,IRA INDEP SCHOOL DISTRICT,3040,No,Extreme,TX,3040,0,0,0,1520
School District,251040450,141060,tim@ecspecialists.net,Aruba,Switch,2599057759,2025,"#JL728B#ABA, Aruba CX 6200F 48G Class 4 PoE 4SFP+ 740W Switch - 48.0 Ports  Manageable - Gigabit Ethernet, 10 Gigabit Ethernet - 10/100/1000Base T",0,0,0,3468.06,0,3,HAMILTON INDEP SCHOOL DISTRICT,10404.18,No,Hp,TX,10404.18,0,0,0,3468.06
School,251018354,17017425,ignacio.gonzalez@estreamtech.com,Juniper Networks,License,2599022081,2025,S-SRX340-A2-5,0,0,0,0,1873.13,2,Cristo Rey Fort Worth High College Prep,0,No,Hp,TX,0,0,0,0,1873.13
School District,251005560,142086,pstanford@esc12.net,Meraki,Access Point,2599039966,2025,CW9164I-MR,0,0,0,529.44,0,90,ANTHONY INDEP SCHOOL DISTRICT,47649.6,No,Cisco,TX,47649.6,0,0,0,529.44
School District,251019016,140594,rtidwell@loisd.net,Aruba,Access Point,2599023143,2025,Aruba AP-635 Part#R7J28A,0,0,0,626.65,0,130,LONE OAK INDEP SCHOOL DISTRICT,81464.5,No,Hp,TX,81464.5,0,0,0,626.65
School District,251012600,141051,cisom@esc12.net,Cisco Systems,Switch,2599013994,2025,C9300L-48PF-4X-M,0,0,0,4218.17,0,3,COPPERAS COVE SCHOOL DISTRICT,12654.51,No,Cisco,TX,12654.51,0,0,0,4218.17
School District,251014290,141488,rtollett@lytleisd.com,Aruba,Access Point,2599016532,2025,AP-635,0,0,0,580,0,7,LYTLE INDEP SCHOOL DISTRICT,4060,Yes,Hp,TX,4060,0,0,0,580
School,251018354,17017425,ignacio.gonzalez@estreamtech.com,Juniper Networks,License,2599022081,2025,S-EX-S-C3-5M1-C-E,0,0,0,719.89,0,4,Cristo Rey Fort Worth High College Prep,2879.56,No,Hp,TX,2879.56,0,0,0,719.89
School District,251037709,140670,swager@ndisd.org,Aruba,Access Point,2599053926,2025,Q9H63A,0,0,0,680,0,29,NEW DIANA INDEP SCHOOL DIST,19720,No,Hp,TX,19720,0,0,0,680
School District,251000069,141306,masmith@esc12.net,Juniper Networks,Transceiver,2599021003,2025,SFP-10GLR-31,0,0,0,44,0,24,COLUMBIA-BRAZORIA IND SCH DIST,1056,No,Hp,TX,1056,0,0,0,44
School District,251012930,140947,collect-ed@hotmail.com,Aruba,Transceiver,2599014423,2025,J9151A,0,0,0,615,0,4,S & S C.I.S.D.,2460,No,Hp,TX,2460,0,0,0,615
School District,251000069,141306,masmith@esc12.net,Juniper Networks,Module,2599021003,2025,EX4400-EM-4S,0,0,0,542.74,0,17,COLUMBIA-BRAZORIA IND SCH DIST,9226.58,No,Hp,TX,9226.58,0,0,0,542.74
School District,251000069,141306,masmith@esc12.net,Juniper Networks,Switch,2599021003,2025,EX4650-48Y-AFO,0,0,0,6970.04,0,4,COLUMBIA-BRAZORIA IND SCH DIST,27880.16,No,Hp,TX,27880.16,0,0,0,6970.04
School District,251019016,140594,rtidwell@loisd.net,Aruba,Switch,2599023143,2025,Aruba 6200M 48G Class4 PoE 4SFP+ Part#R8Q70A,0,0,0,4084.56,0,3,LONE OAK INDEP SCHOOL DISTRICT,12253.68,No,Hp,TX,12253.68,0,0,0,4084.56
School District,251025060,141460,dbrown@banderaisd.net,Ubiquiti,Access Point,2599033226,2025,U7-Pro-Max,0,0,0,269.9,0,325,BANDERA INDEP SCHOOL DISTRICT,87717.5,No,Ubiquiti,TX,87717.5,0,0,0,269.9
School District,251030978,141524,jmckee@pawneeisd.net,Meraki,Cabling,2599043088,2025,MA-CBL-40G-1M,0,0,0,130.06,0,2,PAWNEE INDEPENDENT SCHOOL DISTRICT,260.12,No,Cisco,TX,260.12,0,0,0,130.06
School District,251001294,142017,aadams@merkelisd.net,Ruckus,Cabling,2599000891,2025,Patch Cable 1' - 15',0,0,0,4.48,0,90,MERKEL INDEP SCHOOL DISTRICT,403.2,No,Ruckus,TX,403.2,0,0,0,4.48
School,251031639,90690,usacnotifications@provisionscout.com,Meraki,License,2599044196,2025,LIC-MX85-ENT-1YR,0,0,0,1226.28,0,1,THE CHRISTIAN SCHOOL AT CASTLE HILLS,1226.28,No,Cisco,TX,1226.28,0,0,0,1226.28
School,251017666,92570,clewis@erateprogram.com,Meraki,Switch,2599021036,2025,MS225-48LP-HW,0,0,0,2524,0,1,TRINITY CHRISTIAN SCHOOL,2524,No,Cisco,TX,2524,0,0,0,2524
School,251019151,86142,ignacio.gonzalez@estreamtech.com,Meraki,Switch,2599023388,2025,MS130-24P,0,0,0,1339.44,0,2,ST. MARY OF CARMEL SCHOOL,2678.88,No,Cisco,TX,2678.88,0,0,0,1339.44
School District,251013669,140765,john@comaudit.services,Ubiquiti,Switch,2599015569,2025,Switch Pro Max 48 PoE,1,0,0,6420,0,1,SLOCUM INDEP SCHOOL DISTRICT,6420,No,Ubiquiti,TX,6420,0,0,0,6420
School District,251038077,17005956,dhartzell@vstservices.com,Meraki,License,2599054170,2025,LIC-ENT-5YR,1,0,0,240.84,0,69,Vanguard Academy Central Administration,16617.96,No,Cisco,TX,16617.96,0,0,0,240.84
School District,251014286,141488,rtollett@lytleisd.com,Cisco Systems,License,2599016529,2025,CON-SNT-FPR2140K,0,0,0,4340.3,1018.1,1,LYTLE INDEP SCHOOL DISTRICT,4340.3,Yes,Cisco,TX,4340.3,0,0,0,5358.4
School District,251040450,141060,tim@ecspecialists.net,Hewlett Packard,Access Point,2599057759,2025,"#Q9G71A, HP Mounting Bracket for Wireless Access Point - 10 Pack",0,0,0,92.76,0,1,HAMILTON INDEP SCHOOL DISTRICT,92.76,No,Hp,TX,92.76,0,0,0,92.76
School District,251012613,141143,heather.mccartney@gholsonisd.net,Ubiquiti,Wireless Controller,2599013980,2025,UniFi Cloud Key,0,0,0,199,0,1,GHOLSON INDEP SCHOOL DISTRICT,199,No,Ubiquiti,TX,199,0,0,0,199
School District,251013027,140705,atrice@esc12.net,Ubiquiti,Router,2599014554,2025,UXG-ENTERPRISE,0,0,0,1421.63,0,2,PITTSBURG INDEP SCHOOL DIST,2843.26,No,Ubiquiti,TX,2843.26,0,0,0,1421.63
School District,251012600,141051,cisom@esc12.net,Cisco Systems,Module,2599014127,2025,C9300-NM-8X,0,0,0,1206.54,0,2,COPPERAS COVE SCHOOL DISTRICT,2413.08,No,Cisco,TX,2413.08,0,0,0,1206.54
School District,251028514,141424,technology@nzisd.org,Meraki,License,2599040950,2025,LIC-MS130-24-3YR,0,0,0,186.41,0,2,NORTH ZULCH SCHOOL DISTRICT,372.82,No,Cisco,TX,372.82,0,0,0,186.41
School District,251000661,226378,jwilliams@e-ratecentral.com,Extreme Networks,Access Point,2599016047,2025,AP5050U-WW,0,0,0,1386.31,0,2,WEST RUSK CCISD,2772.62,No,Extreme,TX,2772.62,0,0,0,1386.31
School District,251039657,140505,rtidwell@caddomillsisd.org,Meraki,Switch,2599056672,2025,Meraki Catalyst 9300L-48PF-4X switch 48 ports Part#c9300L-48PF-4X-M,0,0,0,3926.74,0,20,CADDO MILLS INDEP SCHOOL DIST,78534.8,No,Cisco,TX,78534.8,0,0,0,3926.74
School District,251001294,142017,aadams@merkelisd.net,Ruckus,Cabling,2599000891,2025,PCUSA2,0,0,0,31.2,0,6,MERKEL INDEP SCHOOL DISTRICT,187.2,No,Ruckus,TX,187.2,0,0,0,31.2
School District,251021450,141354,karla@crwconsulting.com,Extreme Networks,Switch,2599027108,2025,XN-2PRKMT299,0,0,0,45.53,0,5,PEARLAND IND. SCHOOL DISTRICT,227.65,Yes,Extreme,TX,227.65,0,0,0,45.53
School District,251010912,141113,cisom@esc12.net,Ubiquiti,Cabling,2599013924,2025,UACC-DAC-SFP10-0.5M,0,0,0,12.9,0,20,LORENA INDEP SCHOOL DISTRICT,258,No,Ubiquiti,TX,258,0,0,0,12.9
School District,251021450,141354,karla@crwconsulting.com,Extreme Networks,License,2599027108,2025,XCIQ-PT054-CEW-5YK12,0,0,0,546.09,0,381,PEARLAND IND. SCHOOL DISTRICT,208060.29,Yes,Extreme,TX,208060.29,0,0,0,546.09
School District,251000623,141095,trains@esc12.net,Ruckus Wireless,Switch,2599042031,2025,ICX7150-48ZP-E8X10GR,0,0,0,2510.52,0,32,CHINA SPRING INDEPENDENT SCHOOL DISTRICT,80336.64,No,Ruckus,TX,80336.64,0,0,0,2510.52
School District,251027439,142036,nicholas.rutherford@wintersisd.org,Meraki,License,2599037236,2025,LIC-ENT-1YR,0,0,0,69.54,0,95,WINTERS INDEP SCHOOL DISTRICT,6606.3,No,Cisco,TX,6606.3,0,0,0,69.54
School District,251038025,140501,kroiuk@kelloggllc.com,Extreme Networks,Cabling,2599054105,2025,(FERR 140501) 26121609 | Extreme Networks Ethernet 10GBase-CR cable - 3.3 ft,0,0,0,39.2,0,13,FERRIS INDEPENDENT SCHOOL DISTRICT,509.6,No,Extreme,TX,509.6,0,0,0,39.2
School District,251000069,141306,masmith@esc12.net,Fortinet,Cabling,2599021003,2025,FN-CABLE-SFP+3,0,0,0,49,0,2,COLUMBIA-BRAZORIA IND SCH DIST,98,No,Fortinet,TX,98,0,0,0,49
School District,251021450,141354,karla@crwconsulting.com,Extreme Networks,Cabling,2599027108,2025,SFP-10G-PC01,0,0,0,39.58,0,381,PEARLAND IND. SCHOOL DISTRICT,15079.98,Yes,Extreme,TX,15079.98,0,0,0,39.58
School District,251027368,140563,erate@erateexchange.com,Cisco Systems,Transceiver,2599037097,2025,MA-SFP-10GB-LRM-PRO,0,0,0,124,0,73,ANNA INDEP SCHOOL DISTRICT,9052,No,Cisco,TX,9052,0,0,0,124
School District,251039657,140505,rtidwell@caddomillsisd.org,Meraki,Switch,2599056672,2025,Meraki Catalyst 9300X-12Y switch 12 ports Part# C9300X-12Y-M,0,0,0,8847.98,0,1,CADDO MILLS INDEP SCHOOL DIST,8847.98,No,Cisco,TX,8847.98,0,0,0,8847.98
School District,251001859,141873,susan.vardeman@esc12.net,Meraki,Access Point,2599010051,2025,MR36-HW,0,0,0,268.45,0,32,SUNRAY INDEP SCHOOL DISTRICT,8590.4,No,Cisco,TX,8590.4,0,0,0,268.45
School District,251040561,140503,dhartzell@vstservices.com,Cisco Systems,Switch,2599057932,2025,C9300-48UN-EDU,1,0,0,5027.26,0,2,FORNEY INDEP SCHOOL DISTRICT,10054.52,No,Cisco,TX,10054.52,0,0,0,5027.26
School District,251006543,141694,barrington@esc12.net,Ubiquiti,Access Point,2599010825,2025,U7-Pro,0,0,0,202.84,0,118,BURNET CONS INDEP SCH DISTRICT,23935.12,No,Ubiquiti,TX,23935.12,0,0,0,202.84
School District,251022398,141776,tim@ecspecialists.net,Cisco Systems,Cabling,2599028816,2025,#SFP-H10GB-CU1M= SFP+ Copper Twinax Cable,0,0,0,51.01,0,1,KNIPPA INDEP SCHOOL DISTRICT,51.01,Yes,Cisco,TX,51.01,0,0,0,51.01
School District,251021450,141354,karla@crwconsulting.com,Extreme Networks,License,2599027108,2025,7000-PRMR-LIC-P,0,0,0,1957.5,0,5,PEARLAND IND. SCHOOL DISTRICT,9787.5,Yes,Extreme,TX,9787.5,0,0,0,1957.5
School District,251001552,141570,pflanders@driscollisd.us,Ubiquiti,Switch,2599000968,2025,USW-Enterprise-48,0,0,0,1591.49,0,13,DRISCOLL INDEP SCHOOL DISTRICT,20689.37,No,Ubiquiti,TX,20689.37,0,0,0,1591.49
School District,251031820,140830,karla@crwconsulting.com,Ubiquiti,Access Point,2599044496,2025,Ubiquiti U7 Pro,0,0,0,242,0,34,TIMPSON INDEP SCHOOL DISTRICT,8228,Yes,Ubiquiti,TX,8228,0,0,0,242
School District,251036315,142011,dhanes@ira.esc14.net,Extreme Networks,Switch,2599051638,2025,5320-48P-8XE,0,0,0,2399,0,5,IRA INDEP SCHOOL DISTRICT,11995,No,Extreme,TX,11995,0,0,0,2399
School District,251020522,141074,atrice@esc12.net,Ubiquiti,Access Point,2599025666,2025,U7-Pro,0,0,0,215,0,14,ROCKDALE INDEP SCHOOL DISTRICT,3010,No,Ubiquiti,TX,3010,0,0,0,215
School District,251029719,141337,karla@crwconsulting.com,Cisco Systems,Switch,2599041054,2025,C9300-48P-EDU,0,0,0,5120.54,0,112,GALENA PARK INDEP SCHOOL DIST,573500.48,Yes,Cisco,TX,573500.48,0,0,0,5120.54
School District,251021450,141354,karla@crwconsulting.com,Extreme Networks,License,2599027103,2025,XIQ-PIL-S-C-EW,0,0,0,245.25,0,3,PEARLAND IND. SCHOOL DISTRICT,735.75,Yes,Extreme,TX,735.75,0,0,0,245.25
School,251036909,87276,tim@ecspecialists.net,Ubiquiti,Cabling,2599052375,2025,"#UACC-OFC-S2-LULU-1M, OS2 Duplex LC UPC Fiber Patch Cable",0,0,0,20,0,8,MID CITIES LEARNING CTR,160,Yes,Ubiquiti,TX,160,0,0,0,20
School District,251000069,141306,masmith@esc12.net,Juniper Networks,Switch,2599021003,2025,EX4400-48MP,0,0,0,3272.94,0,17,COLUMBIA-BRAZORIA IND SCH DIST,55639.98,No,Hp,TX,55639.98,0,0,0,3272.94
School District,251040450,141060,tim@ecspecialists.net,Hewlett Packard,Switch,2599057759,2025,"#JL725B#ABA, HPE CX 6200F 24G Class 4 PoE 4SFP+ 370W Switch - 24 Ports  Manageable - Gigabit Ethernet, 10 Gigabit Ethernet - 10/100/1000Base T",0,0,0,1833.37,0,4,HAMILTON INDEP SCHOOL DISTRICT,7333.48,No,Hp,TX,7333.48,0,0,0,1833.37
School District,251000661,226378,jwilliams@e-ratecentral.com,Extreme Networks,License,2599016047,2025,USK12-STD-A-S-C-EW-3Y,0,0,0,176.49,0,17,WEST RUSK CCISD,3000.33,No,Extreme,TX,3000.33,0,0,0,176.49
School District,251015413,140570,tidwellr@celesteisd.org,Cisco Systems,Access Point,2599018030,2025,"Cisco Catalyst 9164I-Wireless access point-Bluetooth, WiFi 6E cloud",0,0,0,750.03,0,26,CELESTE INDEP SCHOOL DISTRICT,19500.78,No,Cisco,TX,19500.78,0,0,0,750.03
School District,251006691,141258,bcrubaugh@e-ratecentral.com,Cisco Systems,License,2599028391,2025,LIC-ENT-5YR,0,0,0,324.13,0,250,MAGNOLIA INDEP SCHOOL DISTRICT,81032.5,No,Cisco,TX,81032.5,0,0,0,324.13
School District,251020068,141808,michael.bos@borgerisd.net,Ubiquiti,Access Point,2599024934,2025,U6 Enterprise In-Wall Access Point,0,0,0,294.86,0,40,BORGER INDEP SCHOOL DISTRICT,11794.4,No,Ubiquiti,TX,11794.4,0,0,0,294.86
School,251033497,198871,apolanco@burnhamwood.org,Cisco Systems,Connectors,2599050891,2025,C9300L-STAK-KIT2-M,0,0,0,464,0,9,EL PASO EDUCATION INITIATIVE INC DBA BURNHAM  WOOD CHARTER SCHOOL,4176,No,Cisco,TX,4176,0,0,0,464
School District,251000069,141306,masmith@esc12.net,Juniper Networks,Switch,2599021003,2025,JPSU-920-AC-AFO,0,0,0,307.42,0,42,COLUMBIA-BRAZORIA IND SCH DIST,12911.64,No,Hp,TX,12911.64,0,0,0,307.42
School District,251038042,142049,dhartzell@vstservices.com,Cisco Systems,License,2599054116,2025,LIC-C9300-48E-5Y,1,0,0,1237.29,0,2,ANDREWS INDEP SCHOOL DISTRICT,2474.58,No,Cisco,TX,2474.58,0,0,0,1237.29
School District,251035258,142087,dhartzell@vstservices.com,Aruba,Access Point,2599049830,2025,R7J508,1,0,0,386,0,21,ALPINE INDEP SCHOOL DISTRICT,8106,No,Hp,TX,8106,0,0,0,386
School District,251000486,140666,jwilliams@e-ratecentral.com,Ruckus,License,2599019544,2025,LE9-0001-SG05,0,0,0,63.34,0,85,CARTHAGE INDEPENDENT SCHOOL DISTRICT,5383.9,No,Ruckus,TX,5383.9,0,0,0,63.34
School District,251019547,141357,kimberly@crwconsulting.com,Aruba,Access Point,2599023993,2025,R3J18A,0,0,0,15.17,0,2,BRIDGE CITY INDEP SCHOOL DIST,30.34,Yes,Hp,TX,30.34,0,0,0,15.17
School District,251013027,140705,atrice@esc12.net,Ubiquiti,Switch,2599014554,2025,USW-Pro-Max-24-PoE,0,0,0,774.85,0,27,PITTSBURG INDEP SCHOOL DIST,20920.95,No,Ubiquiti,TX,20920.95,0,0,0,774.85
School District,251031496,142007,jrutkowski@haskell.esc14.net,Ruckus,"Installation, Activation, & Initial Configuration",2599043953,2025,CY-TechLink,0,0,0,1293.75,0,1,HASKELL INDEP SCHOOL DISTRICT,1293.75,No,Ruckus,TX,1293.75,0,0,0,1293.75
School District,251029373,141083,atrice@esc12.net,Ubiquiti,Access Point,2599040464,2025,U7-Pro AP,0,0,0,215,0,24,THORNDALE INDEP SCHOOL DIST,5160,No,Ubiquiti,TX,5160,0,0,0,215
School District,251040817,141062,twolf@hollandisd.org,Meraki,License,2599058343,2025,LIC-MS250-24P-3YR,1,0,0,484.57,0,3,HOLLAND INDEP SCHOOL DISTRICT,1453.71,No,Cisco,TX,1453.71,0,0,0,484.57
School District,251001552,141570,pflanders@driscollisd.us,Ubiquiti,Cabling,2599000968,2025,UACC-AOC-SFP10,0,0,0,45.84,0,2,DRISCOLL INDEP SCHOOL DISTRICT,91.68,No,Ubiquiti,TX,91.68,0,0,0,45.84
School,251033497,198871,apolanco@burnhamwood.org,Cisco Systems,Switch,2599050891,2025,C9300L-48UXG-4X-M,0,0,0,4699,0,9,EL PASO EDUCATION INITIATIVE INC DBA BURNHAM  WOOD CHARTER SCHOOL,42291,No,Cisco,TX,42291,0,0,0,4699
School District,251038042,142049,dhartzell@vstservices.com,Meraki,License,2599054116,2025,LIC-MS450-12-5Y,1,0,0,1568.61,0,1,ANDREWS INDEP SCHOOL DISTRICT,1568.61,No,Cisco,TX,1568.61,0,0,0,1568.61
School District,251021450,141354,karla@crwconsulting.com,Extreme Networks,License,2599027108,2025,7000-PRMR-LIC-P,0,0,0,1957.5,0,2,PEARLAND IND. SCHOOL DISTRICT,3915,Yes,Extreme,TX,3915,0,0,0,1957.5
School District,251025223,140647,collect-ed@hotmail.com,Meraki,Access Point,2599033485,2025,MR46-HW,0,0,0,655.63,0,3,LEARY INDEP SCHOOL DISTRICT,1966.89,No,Cisco,TX,1966.89,0,0,0,655.63
School District,251028514,141424,technology@nzisd.org,Meraki,Transceiver,2599040950,2025,MA-SFP-10GB-SR,0,0,0,564.95,0,2,NORTH ZULCH SCHOOL DISTRICT,1129.9,No,Cisco,TX,1129.9,0,0,0,564.95
School District,251010323,140673,karla@crwconsulting.com,Extreme Networks,License,2599010958,2025,5 Year Extreme Cloud Licensing,0,0,0,291.55,0,2,GILMER INDEP SCHOOL DISTRICT,583.1,Yes,Extreme,TX,583.1,0,0,0,291.55
School District,251040561,140503,dhartzell@vstservices.com,Cisco Systems,Switch,2599057932,2025,CAB-SPWR-30CM,1,0,0,38.21,0,2,FORNEY INDEP SCHOOL DISTRICT,76.42,No,Cisco,TX,76.42,0,0,0,38.21
School District,251001808,141166,shanda.schmidt@masonisd.net,Extreme Networks,License,2599027852,2025,500-PRMR-LIC-P,0,0,0,1048,0,4,MASON INDEP SCHOOL DISTRICT,4192,No,Extreme,TX,4192,0,0,0,1048
School,251031639,90690,usacnotifications@provisionscout.com,Meraki,License,2599044196,2025,LIC-ENT-1YR,0,0,0,150,0,29,THE CHRISTIAN SCHOOL AT CASTLE HILLS,4350,No,Cisco,TX,4350,0,0,0,150
School District,251029038,141088,kdomke@eratespecialist.org,Aruba,Cabling,2599039901,2025,J9281D,0,0,0,0.01,52.28,10,AVALON INDEP SCHOOL DISTRICT,0.1,No,Hp,TX,0.1,0,0,0,52.29
School District,251012833,141406,cisom@esc12.net,Aruba,License,2599022991,2025,Q9Y59AAE,0,0,0,142,0,72,CALDWELL INDEP SCHOOL DISTRICT,10224,No,Hp,TX,10224,0,0,0,142
School District,251017863,140582,rkocats09@gmail.com,Ubiquiti,Transceiver,2599021398,2025,UACC-OM-MM-10G-D-20 SFP transceiver module,0,0,0,347.17,0,1,DODD CITY INDEP SCHOOL DIST,347.17,No,Ubiquiti,TX,347.17,0,0,0,347.17
School District,251015044,141296,courtney@crwconsulting.com,Aruba,Switch,2599017503,2025,JL324A,0,0,0,1137.93,0,1,SEALY INDEP SCHOOL DISTRICT,1137.93,Yes,Hp,TX,1137.93,0,0,0,1137.93
Library,251017968,141672,klewis@e-ratecentral.com,Meraki,Switch,2599049212,2025,MS130-48P-HW,0,0,0,2323.73,0,1,LAGUNA VISTA PUBLIC LIBRARY,2323.73,No,Cisco,TX,2323.73,0,0,0,2323.73
School District,251011077,140589,ricktidwell@hgisd.net,Ubiquiti,Access Point,2599011999,2025,U6-Enterprise,0,0,0,318.95,0,4,HONEY GROVE IND SCHOOL DIST,1275.8,No,Ubiquiti,TX,1275.8,0,0,0,318.95
School District,251011552,141848,aalvarez@esc12.net,Meraki,License,2599029654,2025,LIC-ENT-5YR,0,0,0,286.1,0,2,LEFORS INDEP SCHOOL DISTRICT,572.2,No,Cisco,TX,572.2,0,0,0,286.1
School District,251012600,141051,cisom@esc12.net,Cisco Systems,Cabling,2599013994,2025,STACK-T3A-1M-M,0,0,0,88.56,0,1,COPPERAS COVE SCHOOL DISTRICT,88.56,No,Cisco,TX,88.56,0,0,0,88.56
School District,251012600,141051,cisom@esc12.net,Cisco Systems,License,2599013994,2025,LIC-C9300-48E-5Y,0,0,0,1623.96,0,3,COPPERAS COVE SCHOOL DISTRICT,4871.88,No,Cisco,TX,4871.88,0,0,0,1623.96
School,251031639,90690,usacnotifications@provisionscout.com,Cisco Systems,Switch,2599044196,2025,cisco 48 Port POE 10 Gigabit,0,0,0,2338,0,3,THE CHRISTIAN SCHOOL AT CASTLE HILLS,7014,No,Cisco,TX,7014,0,0,0,2338
School,251018354,17017425,ignacio.gonzalez@estreamtech.com,Juniper Networks,Switch,2599022081,2025,EX4000-48MP,0,0,0,2270.21,0,4,Cristo Rey Fort Worth High College Prep,9080.84,No,Hp,TX,9080.84,0,0,0,2270.21
School District,251021450,141354,karla@crwconsulting.com,Extreme Networks,Access Point,2599027103,2025,ACC-MBO-KTAX,0,0,0,36.95,0,42,PEARLAND IND. SCHOOL DISTRICT,1551.9,Yes,Extreme,TX,1551.9,0,0,0,36.95
School District,251000831,141778,matthew.obryant@esc12.net,Aruba,Switch,2599042781,2025,JL261A#ABA,0,0,0,1240,0,3,LEAKEY INDEP SCHOOL DISTRICT,3720,No,Hp,TX,3720,0,0,0,1240
School,251039850,17000319,tim@ecspecialists.net,Ubiquiti,Firewall Services & Components,2599056861,2025,"#UDM-SE (180W), Firewall Dream Machine SE 8 port PoE Switch",0,0,0,673.65,0,1,St. Philip's School & Community Center,673.65,Yes,Ubiquiti,TX,673.65,0,0,0,673.65
School District,251041051,141253,tim@ecspecialists.net,Ubiquiti,Access Point,2599058665,2025,Unifi E7 Access Point,0,0,0,529.99,0,5,LEGGETT INDEP SCHOOL DISTRICT,2649.95,No,Ubiquiti,TX,2649.95,0,0,0,529.99
School District,251024920,141515,atrice@esc12.net,Aruba,Access Point,2599032997,2025,R7J50A,0,0,0,348,0,167,LA VERNIA INDEP SCHOOL DIST,58116,No,Hp,TX,58116,0,0,0,348
School District,251009019,141058,barrington@esc12.net,Meraki,Access Point,2599009406,2025,MR76-HW,0,0,0,765.09,0,19,GATESVILLE ISD,14536.71,No,Cisco,TX,14536.71,0,0,0,765.09
School District,251019500,141598,dpowell@premontisd.net,Cisco Systems,Access Point,2599023923,2025,CW9162I-MR,0,0,0,394.13,0,32,PREMONT INDEP SCHOOL DISTRICT,12612.16,No,Cisco,TX,12612.16,0,0,0,394.13
School District,251029373,141083,atrice@esc12.net,Ubiquiti,Switch,2599040464,2025,USW-Pro-Max-16-PoE,0,0,0,450,0,2,THORNDALE INDEP SCHOOL DIST,900,No,Ubiquiti,TX,900,0,0,0,450
School District,251001294,142017,aadams@merkelisd.net,Ruckus,"Installation, Activation, & Initial Configuration",2599000891,2025,Migration AP,0,0,0,52.33,0,41,MERKEL INDEP SCHOOL DISTRICT,2145.53,No,Ruckus,TX,2145.53,0,0,0,52.33
School District,251038025,140501,kroiuk@kelloggllc.com,Extreme Networks,Access Point,2599054105,2025,(FERR 140501) AP4000-WW | Extreme Networks 6E 2.4 5GHz Tri-Radio Wireless Access Point,0,0,0,308,0,280,FERRIS INDEPENDENT SCHOOL DISTRICT,86240,No,Extreme,TX,86240,0,0,0,308
School District,251009019,141058,barrington@esc12.net,Meraki,Module,2599009406,2025,C9300-NM-2Q-M,0,0,0,1366.02,13.8,1,GATESVILLE ISD,1366.02,No,Cisco,TX,1366.02,0,0,0,1379.82
School District,251028734,141165,rmoore@lometaisd.org,Ubiquiti,Access Point,2599039830,2025,U7-Lite-Us Access Point Wifi 7 Lite,0,0,0,138.59,0,24,LOMETA INDEP SCHOOL DISTRICT,3326.16,No,Ubiquiti,TX,3326.16,0,0,0,138.59
School District,251009019,141058,barrington@esc12.net,Meraki,Module,2599009406,2025,C9300-NM-8X-M,0,0,0,1366.02,13.8,1,GATESVILLE ISD,1366.02,No,Cisco,TX,1366.02,0,0,0,1379.82
School District,251033925,140817,dhartzell@vstservices.com,Extreme Networks,Cabling,2599047852,2025,10061.0,1,0,0,5.73,0,45,CENTRAL HEIGHTS INDEP SCH DIST,257.85,No,Extreme,TX,257.85,0,0,0,5.73
